Gene;Entrez;NumSucc;NumTrials;Average;PVal;CumPosition;QValue
CHD8;57680;16;104;0,92039292;0,008156112;839;0,204173861
KIAA1217;56243;16;104;0,92039292;0,008156112;840;0,203930797
SMOC1;64093;16;104;0,92039292;0,008156112;841;0,203688311
RHOG;391;17;113;0,92039292;0,008156761;842;0,203461506
DDB1;1642;17;113;0,92039292;0,008156761;843;0,203220152
SLC1A5;6510;17;113;0,92039292;0,008156761;844;0,20297937
VAMP8;8673;17;113;0,92039292;0,008156761;845;0,202739157
ADAM9;8754;17;113;0,92039292;0,008156761;846;0,202499513
FAM217B;63939;13;78;0,92039292;0,008398955;847;0,207853166
SGSM2;9905;14;87;0,92039292;0,00870691;848;0,214676624
MCL1;4170;14;87;0,92039292;0,00870691;849;0,214423765
RASD2;23551;15;96;0,92039292;0,008873945;850;0,217980426
PLOD2;5352;15;96;0,92039292;0,008873945;851;0,21772428
SPECC1;92521;15;96;0,92039292;0,008873945;852;0,217468735
PTPN23;25930;15;96;0,92039292;0,008873945;853;0,217213789
ARSB;411;15;96;0,92039292;0,008873945;854;0,21695944
SRRT;51593;12;70;0,92039292;0,008879299;855;0,216826871
LPL;4023;17;114;0,92039292;0,008891886;856;0,216858096
CAVIN1;284119;17;114;0,92039292;0,008891886;857;0,216605053
TNIP1;10318;17;114;0,92039292;0,008891886;858;0,216352599
TAGLN2;8407;17;114;0,92039292;0,008891886;859;0,216100733
CKAP5;9793;16;105;0,92039292;0,008927817;860;0,216657544
PARVA;55742;16;105;0,92039292;0,008927817;861;0,21640591
SPPL2A;84888;16;105;0,92039292;0,008927817;862;0,216154859
PPP1R18;170954;16;105;0,92039292;0,008927817;863;0,215904389
TRIM38;10475;8;38;0,92039292;0,009038937;864;0,218138795
CTSO;1519;11;62;0,92039292;0,009265481;865;0,22293037
NUPR1;26471;13;79;0,92039292;0,009337397;866;0,224267964
NAPRT;93100;13;79;0,92039292;0,009337397;867;0,224009292
ARHGAP22;58504;13;79;0,92039292;0,009337397;868;0,223751217
CEBPD;1052;9;46;0,92039292;0,009462021;869;0,226243392
PRTFDC1;56952;10;54;0,92039292;0,009491687;870;0,226636223
PLEKHH1;57475;14;88;0,92039292;0,009613343;871;0,229046667
ITGAX;3687;14;88;0,92039292;0,009613343;872;0,228783999
TNIP2;79155;14;88;0,92039292;0,009613343;873;0,228521933
FKBP7;51661;14;88;0,92039292;0,009613343;874;0,228260466
TNK2;10188;17;115;0,92039292;0,009678955;875;0,229430963
ARAP2;116984;15;97;0,92039292;0,009742944;876;0,230561771
DSP;1832;15;97;0,92039292;0,009742944;877;0,230298873
ABI1;10006;15;97;0,92039292;0,009742944;878;0,230036574
ITIH3;3699;15;97;0,92039292;0,009742944;879;0,229774871
FILIP1L;11259;15;97;0,92039292;0,009742944;880;0,229513763
CKLF;51192;15;97;0,92039292;0,009742944;881;0,229253248
WWTR1;25937;15;97;0,92039292;0,009742944;882;0,228993324
MT3;4504;15;97;0,92039292;0,009742944;883;0,228733988
PITPNM1;9600;15;97;0,92039292;0,009742944;884;0,22847524
EEF1D;1936;16;106;0,92039292;0,009756466;885;0,228508193
ITM2C;81618;16;106;0,92039292;0,009756466;886;0,228250283
NCL;4691;16;106;0,92039292;0,009756466;887;0,227992954
PTPN1;5770;16;106;0,92039292;0,009756466;888;0,227736206
IMPA2;3613;16;106;0,92039292;0,009756466;889;0,227480034
CDC14B;8555;16;106;0,92039292;0,009756466;890;0,227224439
PCDHGA8;9708;6;24;0,92039292;0,009777583;891;0,227420822
PILRA;29992;6;24;0,92039292;0,009777583;892;0,227165866
HK3;3101;12;71;0,92039292;0,009929008;893;0,230136219
DPYD;1806;12;71;0,92039292;0,009929008;894;0,229878796
GLG1;2734;18;125;0,92039292;0,010325943;895;0,238014343
MYO1G;64005;13;80;0,92039292;0,01035583;896;0,238377453
ARHGAP15;55843;13;80;0,92039292;0,01035583;897;0,238111704
SH3BP1;23616;11;63;0,92039292;0,010436499;898;0,239538118
CD81;975;17;116;0,92039292;0,010520445;899;0,241027387
PTPN11;5781;17;116;0,92039292;0,010520445;900;0,240759579
HIBADH;11112;17;116;0,92039292;0,010520445;901;0,240492365
FEZ2;9637;17;116;0,92039292;0,010520445;902;0,240225744
GGNBP2;79893;17;116;0,92039292;0,010520445;903;0,239959713
SLC29A3;55315;14;89;0,92039292;0,010592224;904;0,241185073
OAF;220323;14;89;0,92039292;0,010592224;905;0,24091857
RASGRP3;25780;14;89;0,92039292;0,010592224;906;0,240652655
CD2AP;23607;14;89;0,92039292;0,010592224;907;0,240387327
LIX1L;128077;14;89;0,92039292;0,010592224;908;0,240122583
PARP14;54625;14;89;0,92039292;0,010592224;909;0,239858422
KIF21B;23046;14;89;0,92039292;0,010592224;910;0,239594841
FAM20C;56975;16;107;0,92039292;0,010644867;911;0,240415554
VAMP3;9341;16;107;0,92039292;0,010644867;912;0,240151941
TRPS1;7227;16;107;0,92039292;0,010644867;913;0,239888905
ANTXR2;118429;16;107;0,92039292;0,010644867;914;0,239626444
MICU2;221154;15;98;0,92039292;0,010677674;915;0,240036456
ING5;84289;15;98;0,92039292;0,010677674;916;0,239774407
ARMCX5-GPRASP2;100528062;10;55;0,92039292;0,010792028;917;0,24184667
LSS;4047;17;117;0,92039292;0,011418867;918;0,254274819
PLD1;5337;17;117;0,92039292;0,011418867;919;0,253998133
PSAT1;29968;17;117;0,92039292;0,011418867;920;0,253722048
PAM;5066;17;117;0,92039292;0,011418867;921;0,253446563
ACSL5;51703;17;117;0,92039292;0,011418867;922;0,253171675
PIK3R1;5295;17;117;0,92039292;0,011418867;923;0,252897383
SORD;6652;17;117;0,92039292;0,011418867;924;0,252623684
KCTD10;83892;13;81;0,92039292;0,011458606;925;0,253144159
SFT2D2;375035;13;81;0,92039292;0,011458606;926;0,252870785
JAM2;58494;13;81;0,92039292;0,011458606;927;0,252598001
YPEL5;51646;16;108;0,92039292;0,011595861;928;0,25505341
TROVE2;6738;16;108;0,92039292;0,011595861;929;0,254778864
TNFAIP2;7127;16;108;0,92039292;0,011595861;930;0,254504908
FKBP9;11328;16;108;0,92039292;0,011595861;931;0,254231541
ZNFX1;57169;16;108;0,92039292;0,011595861;932;0,25395876
DNAJC9;23234;16;108;0,92039292;0,011595861;933;0,253686564
PIM1;5292;16;108;0,92039292;0,011595861;934;0,253414951
ZNF410;57862;16;108;0,92039292;0,011595861;935;0,253143919
RAB3GAP2;25782;14;90;0,92039292;0,011647291;936;0,253884985
SEMA4A;64218;15;99;0,92039292;0,011681379;937;0,254283229
COX7A2L;9167;15;99;0,92039292;0,011681379;938;0,254012138
PENK;5179;15;99;0,92039292;0,011681379;939;0,253741625
TNFRSF11B;4982;15;99;0,92039292;0,011681379;940;0,253471687
PML;5371;15;99;0,92039292;0,011681379;941;0,253202322
FCGR3A;2214;6;25;0,92039292;0,012014408;942;0,259414324
GREB1L;80000;10;56;0,92039292;0,012223014;943;0,263173823
CD69;969;12;73;0,92039292;0,01231429;944;0,26465353
CDH19;28513;12;73;0,92039292;0,01231429;945;0,264373474
ETS2;2114;17;118;0,92039292;0,012376762;946;0,265293296
USP9X;8239;17;118;0,92039292;0,012376762;947;0,265013156
CTSV;1515;17;118;0,92039292;0,012376762;948;0,264733606
CD164;8763;17;118;0,92039292;0,012376762;949;0,264454645
USO1;8615;17;118;0,92039292;0,012376762;950;0,264176272
STBD1;8987;16;109;0,92039292;0,012612325;951;0,268384118
PRPF3;9129;16;109;0,92039292;0,012612325;952;0,268102202
ARHGAP31;57514;13;82;0,92039292;0,012650113;953;0,268537056
P2RY14;9934;13;82;0,92039292;0,012650113;954;0,268255571
TEP1;7011;15;100;0,92039292;0,012757338;955;0,269999856
PARP12;64761;15;100;0,92039292;0,012757338;956;0,26971743
CFP;5199;15;100;0,92039292;0,012757338;957;0,269435593
SLC39A11;201266;15;100;0,92039292;0,012757338;958;0,269154345
IGFBP2;3485;15;100;0,92039292;0,012757338;959;0,268873684
HPS3;84343;15;100;0,92039292;0,012757338;960;0,268593607
SRP14;6727;15;100;0,92039292;0,012757338;961;0,268314113
DYNC1LI2;1783;15;100;0,92039292;0,012757338;962;0,268035201
MYH9;4627;14;91;0,92039292;0,012782314;963;0,26822409
LDHD;197257;14;91;0,92039292;0,012782314;964;0,267945849
TNFSF10;8743;14;91;0,92039292;0,012782314;965;0,267668185
SUSD6;9766;14;91;0,92039292;0,012782314;966;0,267391095
SETX;23064;14;91;0,92039292;0,012782314;967;0,267114579
BOC;91653;14;91;0,92039292;0,012782314;968;0,266838635
RASEF;158158;11;65;0,92039292;0,013115183;969;0,272730418
MAP3K3;4215;17;119;0,92039292;0,013396699;970;0,277628955
RHOB;388;17;119;0,92039292;0,013396699;971;0,277343034
IGF1R;3480;17;119;0,92039292;0,013396699;972;0,277057702
GOLIM4;27333;17;119;0,92039292;0,013396699;973;0,276772956
HNRNPA1;3178;7;33;0,92039292;0,013675551;974;0,281570835
LCN2;3934;16;110;0,92039292;0,013697161;975;0,281674334
ARRB2;409;16;110;0,92039292;0,013697161;976;0,281385733
PPP2R1B;5519;16;110;0,92039292;0,013697161;977;0,281097723
MAF;4094;16;110;0,92039292;0,013697161;978;0,280810302
PCNT;5116;16;110;0,92039292;0,013697161;979;0,280523468
PLIN4;729359;10;57;0,92039292;0,013792288;980;0,281953314
YBX3;8531;15;101;0,92039292;0,013908856;981;0,283762326
S100B;6285;15;101;0,92039292;0,013908856;982;0,283473363
IMPDH2;3615;15;101;0,92039292;0,013908856;983;0,283184987
ELF4;2000;15;101;0,92039292;0,013908856;984;0,282897197
PTPN18;26469;15;101;0,92039292;0,013908856;985;0,282609992
SMC1A;8243;15;101;0,92039292;0,013908856;986;0,282323369
SASH1;23328;15;101;0,92039292;0,013908856;987;0,282037328
TMC6;11322;13;83;0,92039292;0,013934765;988;0,282213884
THEMIS2;9473;13;83;0,92039292;0,013934765;989;0,281928531
NCF1;653361;14;92;0,92039292;0,014001093;990;0,282823104
HPGDS;27306;14;92;0,92039292;0,014001093;991;0,282537713
MAP3K6;9064;14;92;0,92039292;0,014001093;992;0,282252897
CYFIP1;23191;14;92;0,92039292;0,014001093;993;0,281968654
C9orf64;84267;14;92;0,92039292;0,014001093;994;0,281684983
IL4R;3566;17;120;0,92039292;0,014481265;995;0,289851267
PTCD1;26024;6;26;0,92039292;0,014587856;996;0,291423206
APOL3;80833;6;26;0,92039292;0,014587856;997;0,291130905
TTC31;64427;6;26;0,92039292;0,014587856;998;0,290839191
SLC25A13;10165;11;66;0,92039292;0,014635328;999;0,291374005
RNF213;57674;11;66;0,92039292;0,014635328;1000;0,291082631
NADK;65220;16;111;0,92039292;0,01485329;1001;0,294566574
FMO5;2330;16;111;0,92039292;0,01485329;1002;0,294272595
APOBEC1;339;16;111;0,92039292;0,01485329;1003;0,293979203
ENPP2;5168;16;111;0,92039292;0,01485329;1004;0,293686395
NABP1;64859;16;111;0,92039292;0,01485329;1005;0,293394169
PLD3;23646;16;111;0,92039292;0,01485329;1006;0,293102525
CAST;831;12;75;0,92039292;0,015115346;1007;0,297301314
LAT;27040;15;102;0,92039292;0,015139254;1008;0,297414419
MTMR12;54545;15;102;0,92039292;0,015139254;1009;0,297119657
DBNDD2;55861;15;102;0,92039292;0,015139254;1010;0,29682548
HSD17B11;51170;15;102;0,92039292;0,015139254;1011;0,296531884
RELN;5649;15;102;0,92039292;0,015139254;1012;0,296238868
CYB561;1534;15;102;0,92039292;0,015139254;1013;0,295946431
ACTR3;10096;15;102;0,92039292;0,015139254;1014;0,29565457
GAA;2548;15;102;0,92039292;0,015139254;1015;0,295363285
FOXO4;4303;15;102;0,92039292;0,015139254;1016;0,295072573
FGFRL1;53834;15;102;0,92039292;0,015139254;1017;0,294782433
MBD6;114785;14;93;0,92039292;0,015307442;1018;0,297329726
ACAP1;9744;14;93;0,92039292;0,015307442;1019;0,29703794
USP11;8237;14;93;0,92039292;0,015307442;1020;0,296746726
CMBL;134147;14;93;0,92039292;0,015307442;1021;0,296456083
DOCK8;81704;14;93;0,92039292;0,015307442;1022;0,296166009
HSF4;3299;14;93;0,92039292;0,015307442;1023;0,295876501
MFGE8;4240;13;84;0,92039292;0,015316989;1024;0,295747365
TMEM158;25907;13;84;0,92039292;0,015316989;1025;0,295458831
EMILIN2;84034;13;84;0,92039292;0,015316989;1026;0,29517086
LOXL4;84171;13;84;0,92039292;0,015316989;1027;0,294883449
RASAL3;64926;13;84;0,92039292;0,015316989;1028;0,294596597
RETREG1;54463;13;84;0,92039292;0,015316989;1029;0,294310303
STS;412;10;58;0,92039292;0,015507452;1030;0,297187724
FAM111A;63901;10;58;0,92039292;0,015507452;1031;0,296899472
MCM7;4176;17;121;0,92039292;0,015633066;1032;0,29868729
SLC15A4;121260;16;112;0,92039292;0,016083648;1033;0,305792648
BOK;666;16;112;0,92039292;0,016083648;1034;0,30549691
SFXN3;81855;16;112;0,92039292;0,016083648;1035;0,305201744
CNDP2;55748;16;112;0,92039292;0,016083648;1036;0,304907148
TSC22D4;81628;16;112;0,92039292;0,016083648;1037;0,30461312
SLPI;6590;11;67;0,92039292;0,016284303;1038;0,307575115
MAN2B2;23324;11;67;0,92039292;0,016284303;1039;0,307279085
EPB41;2035;15;103;0,92039292;0,016451867;1040;0,309686779
CXCL10;3627;15;103;0,92039292;0,016451867;1041;0,309389289
BNIP2;663;15;103;0,92039292;0,016451867;1042;0,309092371
RNF145;153830;15;103;0,92039292;0,016451867;1043;0,308796021
GPX1;2876;15;103;0,92039292;0,016451867;1044;0,30850024
PDE7A;5150;15;103;0,92039292;0,016451867;1045;0,308205024
CD200;4345;15;103;0,92039292;0,016451867;1046;0,307910373
FLOT2;2319;15;103;0,92039292;0,016451867;1047;0,307616285
KIZ;55857;12;76;0,92039292;0,016684801;1048;0,311036462
EPC2;26122;14;94;0,92039292;0,016705178;1049;0,311063672
FAM214B;80256;14;94;0,92039292;0,016705178;1050;0,310767421
STK26;51765;14;94;0,92039292;0,016705178;1051;0,310471734
KDELC2;143888;13;85;0,92039292;0,01680121;1052;0,311696041
LRRK1;79705;13;85;0,92039292;0,01680121;1053;0,311400034
CD274;29126;13;85;0,92039292;0,01680121;1054;0,311104588
RGCC;28984;13;85;0,92039292;0,01680121;1055;0,310809702
EIF5A2;56648;13;85;0,92039292;0,01680121;1056;0,310515375
NR1D1;9572;13;85;0,92039292;0,01680121;1057;0,310221604
PEA15;8682;16;113;0,92039292;0,017391175;1058;0,319144224
PTPN14;5784;16;113;0,92039292;0,017391175;1059;0,318842861
EEF2;1938;16;113;0,92039292;0,017391175;1060;0,318542065
MDC1;9656;6;27;0,92039292;0,017520388;1061;0,320239496
GSDMB;55876;6;27;0,92039292;0,017520388;1062;0,319937952
C22orf29;79680;6;27;0,92039292;0,017520388;1063;0,319636976
PPFIBP1;8496;15;104;0,92039292;0,017850028;1064;0,324394095
NOP14;8602;15;104;0,92039292;0,017850028;1065;0,324089499
ABCC9;10060;15;104;0,92039292;0,017850028;1066;0,323785476
ADD3;120;15;104;0,92039292;0,017850028;1067;0,323482021
SBF2;81846;15;104;0,92039292;0,017850028;1068;0,323179136
BTG2;7832;15;104;0,92039292;0,017850028;1069;0,322876817
JUNB;3726;15;104;0,92039292;0,017850028;1070;0,322575063
UBD;10537;11;68;0,92039292;0,018068272;1071;0,325581212
PSD2;84249;11;68;0,92039292;0,018068272;1072;0,325277498
STXBP3;6814;14;95;0,92039292;0,018198114;1073;0,326931106
MAP3K11;4296;14;95;0,92039292;0,018198114;1074;0,326626701
ZNF462;58499;14;95;0,92039292;0,018198114;1075;0,326322862
RAMP2;10266;14;95;0,92039292;0,018198114;1076;0,326019588
GTF2F1;2962;14;95;0,92039292;0,018198114;1077;0,325716877
PDGFD;80310;14;95;0,92039292;0,018198114;1078;0,325414728
SPHK1;8877;14;95;0,92039292;0,018198114;1079;0,325113139
FERMT2;10979;14;95;0,92039292;0,018198114;1080;0,324812108
SEC16A;9919;14;95;0,92039292;0,018198114;1081;0,324511635
BCL2A1;597;9;51;0,92039292;0,01828351;1082;0,325485041
RAVER1;125950;9;51;0,92039292;0,01828351;1083;0,325184501
PLA2G2A;5320;9;51;0,92039292;0,01828351;1084;0,324884516
MXRA8;54587;12;77;0,92039292;0,018373772;1085;0,325924714
CTTN;2017;12;77;0,92039292;0,018373772;1086;0,325624599
CNKSR1;10256;12;77;0,92039292;0,018373772;1087;0,325325037
GBA;2629;13;86;0,92039292;0,018391835;1088;0,325293064
SMIM3;85027;13;86;0,92039292;0,018391835;1089;0,324994356
PER3;8863;16;114;0,92039292;0,018778814;1090;0,330381951
EIF4B;1975;16;114;0,92039292;0,018778814;1091;0,330079126
SUPT5H;6829;16;114;0,92039292;0,018778814;1092;0,329776856
PLD2;5338;16;114;0,92039292;0,018778814;1093;0,329475139
ADIPOR1;51094;16;114;0,92039292;0,018778814;1094;0,329173973
NUBP2;10101;15;105;0,92039292;0,019337064;1095;0,336955228
GPM6B;2824;15;105;0,92039292;0,019337064;1096;0,336647787
PDGFC;56034;15;105;0,92039292;0,019337064;1097;0,336340906
CA2;760;15;105;0,92039292;0,019337064;1098;0,336034585
CERS2;29956;15;105;0,92039292;0,019337064;1099;0,335728821
KLF10;7071;15;105;0,92039292;0,019337064;1100;0,335423613
LOXL1;4016;15;105;0,92039292;0,019337064;1101;0,335118959
FLRT2;23768;15;105;0,92039292;0,019337064;1102;0,334814859
DYNLT1;6993;10;60;0,92039292;0,019405421;1103;0,335487073
DERL2;51009;14;96;0,92039292;0,019790045;1104;0,340641412
GLIPR2;152007;14;96;0,92039292;0,019790045;1105;0,340333139
HIP1R;9026;14;96;0,92039292;0,019790045;1106;0,340025424
EPC1;80314;14;96;0,92039292;0,019790045;1107;0,339718265
ST5;6764;14;96;0,92039292;0,019790045;1108;0,33941166
FUCA2;2519;13;87;0,92039292;0,020093241;1109;0,343356538
THBS4;7060;13;87;0,92039292;0,020093241;1110;0,343047208
ENG;2022;13;87;0,92039292;0,020093241;1111;0,342738435
ADHFE1;137872;13;87;0,92039292;0,020093241;1112;0,342430216
LRRN4CL;221091;12;78;0,92039292;0,020187375;1113;0,343431835
GPR183;1880;12;78;0,92039292;0,020187375;1114;0,343123548
LRRC58;116064;12;78;0,92039292;0,020187375;1115;0,342815813
SH3GLB1;51100;16;115;0,92039292;0,020249499;1116;0,343368872
PLOD3;8985;16;115;0,92039292;0,020249499;1117;0,34306147
CTSF;8722;16;115;0,92039292;0,020249499;1118;0,342754617
MKNK2;2872;16;115;0,92039292;0,020249499;1119;0,342448312
UCP2;7351;16;115;0,92039292;0,020249499;1120;0,342142555
ENAH;55740;16;115;0,92039292;0,020249499;1121;0,341837343
WWC3;55841;9;52;0,92039292;0,02059235;1122;0,346233548
TBL1X;6907;6;28;0,92039292;0,020832896;1123;0,349198983
FXYD5;53827;6;28;0,92039292;0,020832896;1124;0,348888308
USP32;84669;6;28;0,92039292;0,020832896;1125;0,348578185
IFITM3;10410;6;28;0,92039292;0,020832896;1126;0,348268613
CYP1B1;1545;15;106;0,92039292;0,020916283;1127;0,3490863
REEP3;221035;15;106;0,92039292;0,020916283;1128;0,348776826
ZNF503;84858;15;106;0,92039292;0,020916283;1129;0,348467901
PRELP;5549;15;106;0,92039292;0,020916283;1130;0,348159522
KHDRBS1;10657;15;106;0,92039292;0,020916283;1131;0,347851689
CREBRF;153222;15;106;0,92039292;0,020916283;1132;0,347544399
ACOX1;51;15;106;0,92039292;0,020916283;1133;0,347237652
ANGPT2;285;15;106;0,92039292;0,020916283;1134;0,346931446
GLB1;2720;14;97;0,92039292;0,021484737;1135;0,354196407
SORT1;6272;14;97;0,92039292;0,021484737;1136;0,353884614
FAM53B;9679;14;97;0,92039292;0,021484737;1137;0,35357337
ARHGAP9;64333;14;97;0,92039292;0,021484737;1138;0,353262673
SLC9A9;285195;14;97;0,92039292;0,021484737;1139;0,352952521
ITPR3;3710;14;97;0,92039292;0,021484737;1140;0,352642914
PSTPIP2;9050;14;97;0,92039292;0,021484737;1141;0,352333849
C10orf11;83938;10;61;0,92039292;0,021602878;1142;0,353576862
RFTN1;23180;10;61;0,92039292;0,021602878;1143;0,353267521
PRDX6;9588;10;61;0,92039292;0,021602878;1144;0,352958721
CITED2;10370;16;116;0,92039292;0,021806147;1145;0,355303175
ELK3;2004;16;116;0,92039292;0,021806147;1146;0,354993137
SNX2;6643;16;116;0,92039292;0,021806147;1147;0,35468364
DDOST;1650;16;116;0,92039292;0,021806147;1148;0,354374683
VPS54;51542;16;116;0,92039292;0,021806147;1149;0,354066262
C19orf66;55337;13;88;0,92039292;0,021909756;1150;0,355099874
ITGAV;3685;13;88;0,92039292;0,021909756;1151;0,35479136
WDR6;11180;13;88;0,92039292;0,021909756;1152;0,354483381
TMEM204;79652;13;88;0,92039292;0,021909756;1153;0,354175937
TGFB1;7040;13;88;0,92039292;0,021909756;1154;0,353869025
GLMP;112770;13;88;0,92039292;0,021909756;1155;0,353562645
PSD4;23550;13;88;0,92039292;0,021909756;1156;0,353256795
CYP20A1;57404;13;88;0,92039292;0,021909756;1157;0,352951474
OPTN;10133;13;88;0,92039292;0,021909756;1158;0,35264668
TCEAL1;9338;13;88;0,92039292;0,021909756;1159;0,352342412
NCEH1;57552;13;88;0,92039292;0,021909756;1160;0,352038668
BAZ1A;11177;13;88;0,92039292;0,021909756;1161;0,351735448
SH3TC1;54436;13;88;0,92039292;0,021909756;1162;0,35143275
FZD7;8324;13;88;0,92039292;0,021909756;1163;0,351130572
ARHGEF26;26084;12;79;0,92039292;0,022130654;1164;0,35364404
RARRES1;5918;12;79;0,92039292;0,022130654;1165;0,353340483
EML3;256364;12;79;0,92039292;0,022130654;1166;0,353037447
RGL3;57139;12;79;0,92039292;0,022130654;1167;0,352734929
ADAMTS1;9510;15;107;0,92039292;0,02259097;1168;0,358232953
HEPH;9843;15;107;0,92039292;0,02259097;1169;0,357926509
PLAG1;5324;15;107;0,92039292;0,02259097;1170;0,357620589
PNP;4860;9;53;0,92039292;0,02310376;1171;0,363686573
KLHL13;90293;14;98;0,92039292;0,023285914;1172;0,365619023
NET1;10276;14;98;0,92039292;0,023285914;1173;0,365307328
COTL1;23406;14;98;0,92039292;0,023285914;1174;0,364996163
CMTM6;54918;16;117;0,92039292;0,023451657;1175;0,366712572
MKNK1;8569;16;117;0,92039292;0,023451657;1176;0,366400741
CPNE3;8895;16;117;0,92039292;0,023451657;1177;0,366089441
RBL2;5934;16;117;0,92039292;0,023451657;1178;0,365778669
TBC1D8;11138;13;89;0,92039292;0,02384565;1179;0,370238487
AP1G2;8906;13;89;0,92039292;0,02384565;1180;0,369924726
OSBPL5;114879;13;89;0,92039292;0,02384565;1181;0,369611496
PELI2;57161;13;89;0,92039292;0,02384565;1182;0,369298796
SYNGR2;9144;13;89;0,92039292;0,02384565;1183;0,368986624
SLC25A24;29957;13;89;0,92039292;0,02384565;1184;0,36867498
OASL;8638;13;89;0,92039292;0,02384565;1185;0,368363862
RAP2C;57826;13;89;0,92039292;0,02384565;1186;0,368053269
DHTKD1;55526;10;62;0,92039292;0,023975454;1187;0,3692943
RBM10;8241;10;62;0,92039292;0,023975454;1188;0,368983447
TXLNB;167838;10;62;0,92039292;0,023975454;1189;0,368673116
P2RY13;53829;12;80;0,92039292;0,024208565;1190;0,371129616
PLPP6;403313;12;80;0,92039292;0,024208565;1191;0,370818004
PARVG;64098;12;80;0,92039292;0,024208565;1192;0,370506915
KLF11;8462;12;80;0,92039292;0,024208565;1193;0,370196348
LOXL3;84695;12;80;0,92039292;0,024208565;1194;0,369886301
SH3BGRL2;83699;11;71;0,92039292;0,024290436;1195;0,370540559
CCBE1;147372;11;71;0,92039292;0,024290436;1196;0,370230743
SH3BGRL;6451;15;108;0,92039292;0,024364375;1197;0,370788749
LMBRD1;55788;15;108;0,92039292;0,024364375;1198;0,370479243
FAM129A;116496;15;108;0,92039292;0,024364375;1199;0,370170252
AK3;50808;15;108;0,92039292;0,024364375;1200;0,369861777
NFKBIZ;64332;15;108;0,92039292;0,024364375;1201;0,369553816
PROCR;10544;15;108;0,92039292;0,024364375;1202;0,369246367
NFX1;4799;15;108;0,92039292;0,024364375;1203;0,368939429
TRIM21;6737;15;108;0,92039292;0,024364375;1204;0,368633001
USP36;57602;15;108;0,92039292;0,024364375;1205;0,368327081
IL1R1;3554;15;108;0,92039292;0,024364375;1206;0,368021669
CBS;875;6;29;0,92039292;0,024544491;1207;0,369805489
LRRFIP1;9208;6;29;0,92039292;0,024544491;1208;0,369499359
CCDC152;100129792;7;37;0,92039292;0,024978612;1209;0,374181814
ELF1;1997;16;118;0,92039292;0,025188895;1210;0,376267489
MAN2A1;4124;16;118;0,92039292;0,025188895;1211;0,375956781
USP7;7874;16;118;0,92039292;0,025188895;1212;0,375646586
IGFBP3;3486;14;99;0,92039292;0,025197249;1213;0,375431556
RIPK1;8737;14;99;0,92039292;0,025197249;1214;0,375122304
NFIL3;4783;14;99;0,92039292;0,025197249;1215;0,374813562
GALK2;2585;14;99;0,92039292;0,025197249;1216;0,374505327
KDM3B;51780;14;99;0,92039292;0,025197249;1217;0,374197598
HERPUD1;9709;14;99;0,92039292;0,025197249;1218;0,373890375
TPR;7175;14;99;0,92039292;0,025197249;1219;0,373583657
HTATIP2;10553;14;99;0,92039292;0,025197249;1220;0,37327744
FAM105A;54491;14;99;0,92039292;0,025197249;1221;0,372971726
HNRNPLL;92906;14;99;0,92039292;0,025197249;1222;0,372666512
TSPYL1;7259;14;99;0,92039292;0,025197249;1223;0,372361797
PTP4A3;11156;14;99;0,92039292;0,025197249;1224;0,37205758
ADCY7;113;14;99;0,92039292;0,025197249;1225;0,371753859
INPP5F;22876;13;90;0,92039292;0,025905113;1226;0,379314498
PACSIN3;29763;13;90;0,92039292;0,025905113;1227;0,379005358
CSF3R;1441;13;90;0,92039292;0,025905113;1228;0,378696722
CPEB4;80315;13;90;0,92039292;0,025905113;1229;0,378388588
PLEKHF1;79156;13;90;0,92039292;0,025905113;1230;0,378080955
KCNJ16;3773;13;90;0,92039292;0,025905113;1231;0,377773822
FXYD1;5348;13;90;0,92039292;0,025905113;1232;0,377467187
MAN1B1;11253;15;109;0,92039292;0,026239702;1233;0,380808366
CLCN6;1185;15;109;0,92039292;0,026239702;1234;0,380499769
TRMT112;51504;15;109;0,92039292;0,026239702;1235;0,380191672
LIMD1;8994;15;109;0,92039292;0,026239702;1236;0,379884074
ADGRG6;57211;12;81;0,92039292;0,026425949;1237;0,381587177
RHBDF2;79651;12;81;0,92039292;0,026425949;1238;0,381278948
SLC16A12;387700;11;72;0,92039292;0,026674038;1239;0,38362963
PGD;5226;11;72;0,92039292;0,026674038;1240;0,383320252
sept-04;5414;11;72;0,92039292;0,026674038;1241;0,383011371
KCNK6;9424;11;72;0,92039292;0,026674038;1242;0,382702989
HTRA4;203100;11;72;0,92039292;0,026674038;1243;0,382395102
TKT;7086;16;119;0,92039292;0,027020692;1244;0,385758891
DARS;1615;16;119;0,92039292;0,027020692;1245;0,385449044
AKAP8;10270;16;119;0,92039292;0,027020692;1246;0,385139695
THRAP3;9967;14;100;0,92039292;0,027222351;1247;0,386946089
TMEM47;83604;14;100;0,92039292;0,027222351;1248;0,386636036
DUSP16;80824;14;100;0,92039292;0,027222351;1249;0,38632648
GCH1;2643;14;100;0,92039292;0,027222351;1250;0,386017418
ABI3BP;25890;13;91;0,92039292;0,028092246;1251;0,394676116
LDLRAP1;26119;13;91;0,92039292;0,028092246;1252;0,39436088
FHOD1;29109;13;91;0,92039292;0,028092246;1253;0,394046147
SH3BP2;6452;13;91;0,92039292;0,028092246;1254;0,393731915
NFRKB;4798;13;91;0,92039292;0,028092246;1255;0,393418185
